,lat,lng,total_square,osm_amenity_points_in_0.001,osm_amenity_points_in_0.005,osm_amenity_points_in_0.0075,osm_amenity_points_in_0.01,osm_building_points_in_0.001,osm_building_points_in_0.005,osm_building_points_in_0.0075,osm_building_points_in_0.01,osm_catering_points_in_0.001,osm_catering_points_in_0.005,osm_catering_points_in_0.0075,osm_catering_points_in_0.01,osm_city_closest_dist,osm_city_nearest_population,osm_crossing_closest_dist,osm_crossing_points_in_0.001,osm_crossing_points_in_0.005,osm_crossing_points_in_0.0075,osm_crossing_points_in_0.01,osm_culture_points_in_0.001,osm_culture_points_in_0.005,osm_culture_points_in_0.0075,osm_culture_points_in_0.01,osm_finance_points_in_0.001,osm_finance_points_in_0.005,osm_finance_points_in_0.0075,osm_finance_points_in_0.01,osm_healthcare_points_in_0.005,osm_healthcare_points_in_0.0075,osm_healthcare_points_in_0.01,osm_historic_points_in_0.005,osm_historic_points_in_0.0075,osm_historic_points_in_0.01,osm_hotels_points_in_0.005,osm_hotels_points_in_0.0075,osm_hotels_points_in_0.01,osm_leisure_points_in_0.005,osm_leisure_points_in_0.0075,osm_leisure_points_in_0.01,osm_offices_points_in_0.001,osm_offices_points_in_0.005,osm_offices_points_in_0.0075,osm_offices_points_in_0.01,osm_shops_points_in_0.001,osm_shops_points_in_0.005,osm_shops_points_in_0.0075,osm_shops_points_in_0.01,osm_subway_closest_dist,osm_train_stop_closest_dist,osm_train_stop_points_in_0.005,osm_train_stop_points_in_0.0075,osm_train_stop_points_in_0.01,osm_transport_stop_closest_dist,osm_transport_stop_points_in_0.005,osm_transport_stop_points_in_0.0075,osm_transport_stop_points_in_0.01,reform_count_of_houses_1000,reform_count_of_houses_500,reform_house_population_1000,reform_house_population_500,reform_mean_floor_count_1000,reform_mean_floor_count_500,reform_mean_year_building_1000,reform_mean_year_building_500,latlng,region,realty_type,floor,loc,city,street,ts_eq_10,ts_eq_1000,y_pred,y_true,metric
276942,61.77915600000001,34.32705712246147,184.8807181164433,1,15,28,30,0,0,1,1,0,0,2,3,3.6536157653309727,280170.0,0.0779936806841985,2,13,23,30,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,1,2,2,0,1,1,3,1,11,20,21,284.57841161984385,93.122925171946,0,0,0,0.2145403882723053,2,6,7,112,37,1589.0,763.0,6.244897959183674,7.363636363636362,1984.5096153846157,1986.75,2120.6966169894586,карелия,100,first,36.0,петрозаводск,s25325,False,False,38800.0,42243.45339832049,0.0
278861,61.78555,50.757602154929245,73.80103926516655,1,11,19,50,0,0,0,1,0,3,3,5,13.681636845861444,243536.0,0.0744030709571702,0,6,9,18,0,1,1,1,0,0,0,1,0,1,5,1,1,1,0,0,0,0,1,1,0,1,1,6,1,8,14,39,666.440523236576,70.82259987710607,0,0,0,0.0804000254437962,8,12,23,68,29,1793.0,747.0,6.838235294117648,7.517241379310343,1986.1470588235293,1989.5172413793107,3136.0863658234884,коми,10,second,56.0,сыктывкар,s14617,False,False,40100.0,39538.7386011686,0.0
275804,59.93150862352133,30.35279554145277,33.96117033942461,14,378,778,1351,0,3,9,20,11,129,274,489,2.375013528832973,5381736.0,0.0841248259684203,3,37,74,144,0,19,29,49,1,16,24,44,12,33,55,9,19,23,56,89,143,13,23,50,2,57,101,153,7,226,467,791,0.1767887184558159,0.4896779952657586,0,0,7,0.2239708574621692,22,35,74,404,135,6879.0,2645.0,4.813471502590674,4.880597014925373,1881.161458333333,1879.7348484848487,1819.0888277405566,санкт-петербург,10,first,35.0,санкт-петербург,s14207,False,False,192500.0,191041.7083732905,0.0
279642,54.49565,36.210757049686215,142.9560319030399,0,15,33,52,0,0,0,0,0,2,5,9,3.743159312430352,342936.0,0.0829559109752363,0,6,17,23,0,0,5,5,0,0,1,3,1,1,2,3,6,6,0,0,0,0,0,0,0,0,1,2,0,11,19,30,145.56378528903974,7.066791634202385,0,0,0,0.5156641003633379,0,5,8,39,20,1214.0,658.0,10.447368421052632,10.3,2002.184210526316,1997.45,1973.3287424147325,калужская область,10,unknown,35.0,калуга,s24004,False,False,44600.0,42180.80146551532,0.0
277876,56.321827,44.0070239779129,133.34621445138734,17,199,332,459,0,1,1,1,8,72,106,138,0.7512611113241704,1252236.0,0.0301479187446779,4,31,74,112,0,16,29,47,0,8,16,27,3,6,10,29,57,77,5,9,12,7,12,17,0,11,16,24,8,71,119,157,1.0827738611615816,3.5727615538634376,0,0,0,0.2012111050052784,6,20,28,269,95,2503.0,608.0,4.357466063348416,3.364864864864865,1946.8222222222223,1927.7866666666664,2478.5559912688623,нижегородская область,100,second,45.0,нижний новгород,s29528,False,False,61600.0,61284.07944403388,0.0
277646,50.577984,36.58443670134096,8.787147767414977,2,50,75,92,0,0,6,6,1,7,11,14,2.001146063395968,384425.0,0.0999242659239258,1,14,25,37,0,6,10,11,0,2,3,5,2,4,4,1,2,2,1,1,2,9,11,15,0,0,0,0,1,21,32,36,555.2354259897332,2.414559013728759,0,0,0,0.0837894807842312,7,11,21,122,29,3595.0,820.0,8.803418803418804,7.9642857142857135,1981.452991452992,1978.0357142857144,1850.367054129436,белгородская область,110,unknown,35.0,белгород,s11220,False,False,54500.0,57811.70562350116,0.0
276643,56.024433,92.80891094765796,135.80194329307474,2,12,31,62,0,0,0,0,0,3,5,10,4.5309023510153565,1095286.0,0.1105659234159886,0,16,25,43,0,0,0,0,0,0,0,1,2,3,4,0,0,3,0,1,1,3,4,4,0,1,2,5,0,2,15,29,1.320493797501452,0.6386786357560041,0,1,1,0.2061520611408066,4,15,23,138,41,2254.0,383.0,5.37037037037037,3.5,1969.051851851852,1958.575,5199.566613190031,красноярский край,10,unknown,95.0,красноярск,s3435,False,False,86800.0,103326.94554832311,0.004838245000584805
276951,59.9336,30.350913925153588,727.9561349660025,29,302,670,1181,0,3,4,9,17,125,269,450,1.8377383267488856,5381736.0,0.0610671566586781,4,35,82,163,3,29,43,68,0,13,30,41,9,28,50,10,30,49,47,81,130,11,28,47,5,43,85,144,19,139,329,619,0.7479030118081104,1.0762436137378355,0,0,0,0.0079261392852234,25,39,63,353,75,7020.0,1410.0,4.789317507418399,4.884057971014493,1872.3244047619048,1876.072463768116,1819.039534824585,санкт-петербург,10,second,35.0,санкт-петербург,s13617,False,False,228300.0,235658.4301717737,0.0
277751,52.287125,104.30520352054592,111.77598780369068,3,34,63,130,0,0,0,0,3,12,18,35,1.4733235627646983,623562.0,0.0583430665307955,1,10,26,44,0,4,7,9,0,0,1,5,1,2,2,2,3,3,2,3,5,0,0,4,0,2,8,11,0,11,26,66,58.967257117655656,2.8559814773480205,0,0,0,0.0222873139685034,12,25,35,247,83,1971.0,574.0,3.532751091703057,3.1645569620253164,1949.3363228699552,1937.7307692307693,5453.819214629225,иркутская область,10,unknown,105.0,иркутск,s6992,False,False,72000.0,55280.20929550647,1.0330048787546329
276541,61.788185,34.369708424353675,489.86812300308105,2,95,144,196,0,0,0,0,1,19,33,44,1.2743609054745284,280170.0,0.0464279062047682,2,15,31,55,0,1,6,8,1,9,14,17,2,5,7,7,10,12,0,0,1,4,8,9,1,10,14,20,0,55,69,98,295.94068608537094,94.4453642600824,0,0,0,0.3126472829187061,2,5,11,117,35,1493.0,477.0,3.9210526315789473,4.0588235294117645,1956.146551724138,1955.8,2123.6419025200235,карелия,100,unknown,36.0,петрозаводск,s2963,False,False,52300.0,59366.998247846976,0.0
276401,47.20664770000001,38.94624388384914,293.5018212882672,4,29,54,113,0,0,0,0,1,5,14,27,1.515781941843546,251050.0,0.0330660538637663,2,9,13,18,0,1,1,3,1,1,2,5,2,2,4,2,3,8,0,1,2,0,1,3,1,1,3,8,2,16,29,62,464.81866474706567,2.9161734224795466,0,0,0,0.1206722015619132,3,7,10,91,40,1009.0,592.0,3.9047619047619047,5.0,1957.2771084337348,1961.925,1838.5216142631466,ростовская область,10,underground,34.0,таганрог,s6743,False,False,25700.0,20425.767627901438,0.5204626562458228
277930,52.284515,104.28899200932844,1179.651195245513,2,84,175,274,0,0,1,1,1,34,67,101,0.6860613709368227,623562.0,0.11290376825533,0,28,59,95,0,5,15,18,0,3,7,9,4,9,10,6,14,28,7,14,20,1,2,4,2,9,11,17,1,22,46,79,59.7175166554032,1.7656985173116193,0,0,0,0.0861158811377015,9,23,41,323,71,2090.0,508.0,2.770764119601329,3.090909090909092,1938.2975778546715,1943.140625,5452.699367046613,иркутская область,110,unknown,105.0,иркутск,s6671,False,False,56800.0,57655.178305350586,0.0
278461,55.989048,92.85962535671652,81.91465881738729,1,17,26,36,0,0,0,0,1,6,6,6,2.4610208624303547,1095286.0,0.1216766273641482,0,14,24,34,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,1,3,3,0,0,0,1,0,10,17,23,2.3405036985885714,1.3379456707963182,0,0,0,0.4442081942855271,1,6,9,79,23,2656.0,844.0,12.92207792207792,16.727272727272727,1997.7179487179485,2009.4545454545453,5199.122021359218,красноярский край,10,underground,95.0,красноярск,s29494,False,False,44800.0,43972.593574856415,0.0
275322,53.21368084513605,34.41405396680886,63.89567045983236,0,16,24,28,0,0,0,0,0,3,3,3,4.6947803738224,406553.0,0.1237863906794353,0,10,13,17,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,10,17,20,328.9203558137136,0.4060351593421664,0,3,3,0.3174990240264117,2,2,4,134,52,1509.0,472.0,3.8134328358208953,3.6346153846153846,1966.8507462686568,1963.192307692308,1831.2984843770546,брянская область,10,unknown,35.0,брянск,s12120,False,False,34400.0,25322.52949778728,1.931619673097852
275450,57.76047489005434,40.94599587352408,108.14778772372824,3,32,67,113,0,0,8,8,2,9,13,22,1.181204300230512,277796.0,0.0382228058835169,3,21,51,74,0,2,3,6,0,1,2,6,2,2,6,4,15,18,2,2,4,1,1,1,0,3,5,7,1,11,31,53,235.853593060546,64.99345509886311,0,0,0,0.0267169005573768,4,17,26,89,32,853.0,172.0,3.6875,2.5185185185185186,1950.32530120482,1940.107142857143,2365.0601665009563,костромская область,100,other,45.0,кострома,s24233,False,False,38200.0,32862.43828749382,0.006857334565193914
278345,59.92939000000001,30.34763607330225,311.564219817451,23,352,685,1147,0,2,5,6,17,139,260,424,1.8888294469378248,5381736.0,0.1399746125064445,0,49,85,162,2,14,37,69,0,13,21,43,14,34,63,12,26,46,41,73,115,14,29,45,3,42,88,139,6,194,351,570,0.2830456736152793,1.4736014662433676,0,0,0,0.1915788573817288,19,33,53,332,84,6600.0,1939.0,4.865814696485623,4.864197530864198,1877.4083601286168,1878.8148148148148,1818.7153178149995,санкт-петербург,10,high,35.0,санкт-петербург,s22317,False,False,295100.0,296840.88902823307,0.0
276415,59.937904,30.358221532514747,76.19709851280246,18,271,763,1328,0,1,9,19,4,109,274,483,2.172804572612637,5381736.0,0.0509270267647906,5,28,111,219,1,15,30,51,0,3,21,47,12,38,63,5,13,28,26,73,135,7,19,37,2,21,94,165,10,127,429,748,0.6483342020329522,1.243263351259176,0,0,0,0.109478538559666,2,35,72,419,102,7443.0,1972.0,4.692695214105793,4.697916666666667,1879.9748110831235,1877.677083333333,1819.6081678266019,санкт-петербург,110,unknown,35.0,санкт-петербург,s14410,False,False,311500.0,310943.59841036674,0.0
275498,54.672545002711786,20.510570474033862,89.06781007443104,9,20,38,46,0,0,0,0,0,0,1,1,3.967599130043273,453461.0,0.0761352560211887,1,4,12,22,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,10,12,0,0,0,0,9,12,22,25,819.2652783499568,2.2466014763689515,0,0,0,0.045712533523635,5,12,17,129,40,2259.0,781.0,6.385826771653544,6.512820512820514,1982.283464566929,1981.3846153846157,1121.3650872729079,калининградская область,100,first,25.0,калининград,s18564,False,False,45400.0,38869.26148859976,0.01442893532020627
276161,53.3457681896516,83.78211252485066,157.29104998757612,7,80,161,237,0,0,0,0,4,27,42,54,0.0999127319308123,632723.0,0.0819826218794037,6,34,79,111,0,4,7,9,0,7,12,15,1,3,6,6,7,7,1,4,5,0,3,4,0,1,4,6,3,35,84,137,191.315692380214,2.2753132137819234,0,0,0,0.0566044355680832,5,12,16,198,37,3208.0,619.0,5.174863387978141,5.2727272727272725,1966.8532608695648,1964.0,4469.421153189989,алтайский край,10,high,85.0,барнаул,s32158,False,False,46200.0,48775.820369982815,0.0
275979,52.34507577562354,104.17029548338029,285.4780208281436,0,6,16,30,0,0,0,0,0,0,1,2,9.9341250909125,623562.0,0.1427733882356967,0,3,5,8,0,0,0,0,0,0,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,11,20,58.331481852837456,3.2941520641817226,0,0,0,0.1553857128429409,3,5,12,118,31,2406.0,705.0,5.843478260869565,6.433333333333334,1974.182608695652,1958.4,5452.802010646636,иркутская область,10,unknown,105.0,иркутск,s3435,False,False,35300.0,35848.6442154537,0.0
279509,55.361805,86.0733099664054,173.47381841661354,1,35,89,124,0,0,0,0,1,15,29,42,1.3115185752286436,558662.0,0.2741493502233971,0,4,9,17,0,0,0,3,0,1,4,4,0,1,2,0,1,2,1,1,1,3,4,4,0,5,8,9,0,12,45,57,199.62881728263585,2.5880585344241167,0,0,0,0.0805910067635401,14,20,27,56,12,813.0,223.0,4.392857142857143,4.666666666666667,1957.4642857142856,1957.5,4765.173802064693,кемеровская область,10,unknown,85.0,кемерово,s9884,False,False,50200.0,56717.49252887675,0.0
277608,52.50929,103.867609463382,247.9214966511901,2,40,81,127,0,0,0,0,0,8,12,19,2.7193607966239024,226374.0,0.1422023314416829,0,10,22,39,0,1,2,3,1,2,5,5,1,4,4,3,3,3,0,0,0,1,1,5,0,1,3,5,1,20,46,77,63.07688429184642,5.699130137381724,0,0,0,0.18052762164766,7,11,17,140,31,4436.0,1395.0,5.5,5.774193548387097,1976.7642857142853,1978.4516129032247,5454.01442691947,иркутская область,10,unknown,105.0,ангарск,s8694,False,False,28300.0,24350.449967207474,0.0066109721572346165
278215,51.7526652,36.24108212643913,77.85883776533274,1,12,39,54,0,0,0,0,0,2,4,4,4.277078655729627,443212.0,0.2602382966364886,0,12,27,32,0,0,0,0,0,0,2,2,1,3,3,1,2,2,0,0,0,1,2,2,0,0,0,1,0,7,25,39,429.3957419913368,0.7024293726762915,0,0,2,0.1272032048371279,7,22,32,74,21,1019.0,284.0,4.6231884057971016,5.45,1971.928571428572,1980.75,1875.5725897753086,курская область,100,other,35.0,курск,s27952,False,False,35200.0,32687.361808182315,0.0
277025,56.477173,84.966583288143,72.78773628164942,1,49,89,140,0,1,1,1,0,9,16,22,1.4683262336900664,576624.0,0.0693896096470908,1,22,48,73,0,1,3,4,0,1,4,7,3,5,15,1,2,4,1,3,7,3,5,11,0,4,4,5,1,31,50,70,202.7246044110216,2.5184051846865865,0,0,0,0.14220580127743,8,17,19,298,96,2807.0,946.0,4.174107142857143,4.16,1955.4272300469488,1954.333333333333,4798.672423583361,томская область,10,unknown,85.0,томск,s17624,False,False,49200.0,40583.7597225116,0.17254381994070797
276373,59.931774,30.36100890976665,60.80283788745624,31,402,802,1225,1,6,11,14,10,152,314,459,2.426296615673408,5381736.0,0.0652267706761639,1,29,77,156,0,19,29,48,0,13,25,31,7,26,45,8,15,22,44,87,151,7,24,44,6,52,90,141,25,258,470,696,0.1278327699458451,0.5634989048826037,0,5,8,0.0390379554542211,20,33,55,412,93,7164.0,1818.0,4.764102564102563,5.111111111111111,1882.3582474226805,1875.47191011236,1819.5891243921212,санкт-петербург,10,unknown,35.0,санкт-петербург,s17146,False,False,380100.0,398007.7384676236,0.0
275883,55.36547068748954,86.05725363845205,52.72667748288322,0,5,9,34,0,0,0,0,0,1,1,6,2.0447904861996764,558662.0,0.2115853639050796,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,5,20,198.8789412902124,3.3551834051686584,0,0,0,0.0931213818188678,5,5,12,0,0,1949.0,602.0,6.368644067796612,6.394736842105262,1970.890625,1971.6470588235293,4764.60035376557,кемеровская область,100,second,85.0,кемерово,s9649,False,False,47100.0,40169.41899454164,0.02256757610585266
278056,56.027077,92.78415975942455,16.524716074551886,3,12,23,29,0,0,0,0,0,0,2,2,6.0447999033199205,1095286.0,0.0500121281634584,1,6,15,20,0,0,0,0,1,3,3,5,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,8,16,19,0.2718053283867898,1.5906808669104733,0,0,0,0.0431200825639463,6,9,14,113,28,2495.0,596.0,6.0,5.6923076923076925,1973.5192307692307,1972.8846153846157,5198.425263221581,красноярский край,100,unknown,95.0,красноярск,s6033,False,False,49100.0,39819.141038878246,0.30673370955408447
278102,57.004173,40.99314435691243,78.86458291418265,3,52,91,162,0,1,1,1,2,9,11,16,1.1611842488438937,409285.0,0.0576104921380701,3,24,66,120,1,8,27,75,0,2,4,6,0,0,0,5,8,14,1,1,1,1,2,2,0,0,1,3,0,27,40,49,173.78640839914445,73.24648133690928,0,0,0,0.0899080839216523,6,11,17,165,36,2457.0,571.0,5.375,5.742857142857143,1936.051282051282,1965.428571428572,2336.78029273541,ивановская область,100,high,45.0,иваново,s32253,False,False,49900.0,44240.39120065585,0.0
277218,53.235737,34.35474747749201,619.3325208194096,2,16,34,43,0,0,0,0,1,2,4,4,1.2637541925963158,406553.0,0.1075897821247072,1,7,13,19,0,0,0,1,0,2,4,6,0,1,1,1,1,2,0,1,2,0,0,0,1,4,5,6,1,11,22,27,329.2032891590688,5.644067018965098,0,0,0,0.1221574431610254,8,11,12,126,53,2508.0,1175.0,5.846774193548387,6.057692307692308,1977.225806451613,1978.867924528302,1828.900301413178,брянская область,100,unknown,35.0,брянск,s11347,False,False,26800.0,20935.441889673897,0.7525658915604767
276711,54.98106800000001,73.38026493773063,165.20372914562333,12,142,257,360,0,0,0,0,6,58,100,117,1.194512167511154,1164815.0,0.0486199621373737,4,24,38,72,1,14,20,27,0,3,9,17,3,11,13,9,13,21,3,4,4,2,5,6,0,4,18,27,4,62,116,182,1.6158655407189433,4.6523824395134765,0,0,0,0.0167621398513788,7,15,22,72,10,1409.0,170.0,5.291666666666667,4.7,1963.625,1962.2,4034.5253363993843,омская область,100,unknown,75.0,омск,s12711,False,False,46800.0,49441.98319397557,0.0
279617,54.7237354,55.94609404246999,91.234937693994,3,95,161,226,0,0,0,0,0,41,61,70,0.3908174673548865,1128787.0,0.1591591434302016,0,36,80,126,0,3,9,13,0,7,12,19,0,0,5,15,25,34,3,5,7,1,3,3,0,2,5,12,1,21,42,65,357.9634382709563,2.76700247403561,0,0,0,0.1786020205917484,10,18,32,127,23,1405.0,144.0,4.689075630252101,3.272727272727273,1946.396694214876,1934.4545454545453,3061.579247043644,башкортостан,10,other,55.0,уфа,s5018,False,False,93400.0,102110.00561261164,0.0
277039,52.28100000000001,104.29087197530237,50.4810337294949,1,69,191,294,0,0,1,1,1,36,82,114,1.0539701122630634,623562.0,0.059781160453452,2,40,62,88,0,5,13,23,0,2,7,10,2,8,14,6,13,23,8,14,18,1,4,4,0,7,10,19,0,13,55,90,60.03698321476695,1.816897290590021,0,0,0,0.1959358610333732,11,27,38,276,109,1850.0,714.0,2.809885931558936,2.8653846153846154,1940.661354581673,1938.8823529411768,5452.4310777407845,иркутская область,10,first,105.0,иркутск,s19622,False,False,61000.0,47839.74933914579,0.6954480619066824
275777,59.93266850762912,30.352534834728075,59.21524911040808,13,346,769,1319,0,2,10,15,6,122,299,501,2.2280340871296467,5381736.0,0.044524801312855,1,25,81,172,1,18,37,56,0,14,25,39,10,25,58,6,15,30,43,91,157,12,21,44,1,44,91,172,6,203,435,740,0.4000392843804887,0.843137720385682,0,0,2,0.183541117747914,14,39,75,416,101,7365.0,1966.0,4.763358778625954,4.948453608247423,1881.1406649616367,1874.9072164948448,1819.108408616023,санкт-петербург,100,first,35.0,санкт-петербург,s14410,False,False,101900.0,100463.98671578609,0.0
276971,56.050297,92.91488900000152,92.30500247245747,0,15,62,124,0,0,0,0,0,2,13,29,5.198114940402716,1095286.0,0.0472008234057978,3,20,44,92,0,0,0,1,0,1,9,15,0,3,4,0,0,1,2,4,5,0,0,2,0,0,4,6,0,11,35,68,2.0959980400283444,6.277375150301119,0,0,0,0.0598433133913714,7,13,28,101,21,4417.0,925.0,12.009900990099007,12.904761904761903,2005.584158415841,2008.333333333333,5207.9071241721185,красноярский край,100,unknown,95.0,красноярск,s2336,False,False,92100.0,99496.23264178316,0.0
278500,69.34826,88.20530310638306,120.28699966392269,9,36,57,96,0,0,0,0,0,1,3,6,0.1810205669161338,178018.0,0.0699825226476879,4,16,28,61,0,2,4,4,3,6,6,10,0,1,2,2,5,8,0,0,0,0,1,1,2,5,10,15,6,24,36,62,1498.920169057277,2.730834763748064,0,0,0,0.0496526069228003,7,20,42,127,39,3437.0,1160.0,5.968503937007874,5.7948717948717965,1967.1338582677165,1964.9743589743591,6116.88429320026,красноярский край,100,unknown,86.0,норильск,s13317,False,False,67100.0,63681.02971561143,0.0
278103,56.844437,60.620596149205895,185.1614323401006,5,148,300,486,0,1,2,3,3,32,70,121,0.8001595747218694,1468833.0,0.0938382674423459,1,42,69,118,0,5,21,29,1,10,27,40,6,12,17,16,22,31,2,4,10,0,2,13,3,12,29,44,1,77,151,244,1.4189181422468828,0.98659125374569,0,0,0,0.1434578483849971,17,26,47,159,47,3488.0,1088.0,6.683870967741934,7.130434782608695,1964.7179487179485,1966.3478260869565,3445.943658705977,свердловская область,100,first,65.0,екатеринбург,s14187,False,False,45200.0,39797.70466705387,0.0
279507,59.92612,30.35593392004729,233.512148185192,15,330,791,1282,0,3,9,13,6,96,247,455,2.4220253588673635,5381736.0,0.1254331487610947,0,46,107,166,0,8,23,41,1,9,35,46,24,44,63,5,16,23,24,88,134,18,30,48,3,33,107,173,9,191,493,748,0.2384568004473217,0.6037234573948759,0,0,0,0.1195261060800707,13,35,68,439,166,7596.0,2640.0,4.805687203791469,4.75776397515528,1882.830917874396,1882.55625,1819.113338804824,санкт-петербург,100,underground,35.0,санкт-петербург,s14207,False,False,77000.0,72552.97050568767,0.0
277713,56.51935,85.06956247738876,450.5672378819799,0,12,21,21,0,0,0,0,0,0,1,1,7.893389426401741,576624.0,0.4697084229866986,0,0,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,16,210.40288334921445,3.684499651347697,0,0,0,0.0105655379899883,3,7,8,40,27,988.0,633.0,8.743589743589743,8.037037037037036,1987.7179487179485,1985.1851851851843,4808.076376006403,томская область,100,first,85.0,томск,s9076,False,False,26300.0,21907.939970072963,0.11324571871660959
275976,55.03036069710043,82.91375598131643,294.19867167212544,2,118,223,344,0,1,4,4,1,55,89,134,0.5831877316461984,1625600.0,0.0715221237423928,0,54,96,126,0,4,9,16,1,10,16,22,10,14,22,2,5,9,1,1,3,3,7,8,0,7,17,33,0,43,89,138,0.5261305494043459,1.0037690025185144,0,0,0,0.1938562746587818,4,16,27,160,71,3333.0,1355.0,5.782894736842105,5.621212121212121,1961.264516129032,1962.2463768115945,4562.773898403211,новосибирская область,10,unknown,85.0,новосибирск,s13992,False,False,51100.0,51655.56973328741,0.0
276747,53.19396999999999,50.1000612561174,187.065616830542,2,42,82,154,0,0,1,2,1,9,21,51,1.2304808727386094,1156644.0,0.0812165678025939,0,40,96,153,0,10,12,18,0,5,7,9,2,2,3,8,12,17,0,0,3,1,1,3,0,2,3,6,0,6,23,40,2.9925473914491763,1.9392364574135057,0,0,0,0.0646526628738202,12,26,39,175,54,1472.0,392.0,4.621794871794871,3.333333333333333,1761.0117647058826,1860.3584905660373,2665.021155456071,самарская область,100,unknown,55.0,самара,s33225,False,False,49200.0,51821.38847451346,0.0
278241,55.8218813,37.886046274521405,126.57256421159,3,27,43,52,0,0,0,0,0,1,2,3,5.515488526685071,260704.0,0.1731294336138879,0,2,4,13,0,0,1,1,0,0,0,0,3,4,4,1,1,2,0,0,0,1,1,2,0,1,1,2,3,21,34,40,8.61655812834536,2.8940381220507825,0,0,0,0.0720805499441637,3,4,7,32,11,1898.0,743.0,18.5,15.818181818181818,2009.1875,2010.1818181818185,2114.870378062641,московская область,10,other,35.0,балашиха,s14806,False,False,65600.0,65883.15605315367,0.0
278312,53.237247,34.35551323394167,68.44875215140739,0,22,37,47,0,0,0,0,0,2,4,5,1.083947701780651,406553.0,0.1068681578731509,0,10,18,26,0,0,0,1,0,2,6,6,1,1,2,1,1,2,0,1,1,0,0,0,0,4,5,8,0,16,23,30,329.0060802712888,5.449448217098923,0,0,0,0.0909122454992773,8,11,16,152,61,2766.0,1135.0,5.668918918918918,5.75,1973.7414965986395,1975.983606557377,1828.9929438471218,брянская область,110,unknown,35.0,брянск,s18486,False,False,42800.0,42645.04330982141,0.0
