,lat,lng,total_square,osm_amenity_points_in_0.001,osm_amenity_points_in_0.005,osm_amenity_points_in_0.0075,osm_amenity_points_in_0.01,osm_building_points_in_0.001,osm_building_points_in_0.005,osm_building_points_in_0.0075,osm_building_points_in_0.01,osm_catering_points_in_0.001,osm_catering_points_in_0.005,osm_catering_points_in_0.0075,osm_catering_points_in_0.01,osm_city_closest_dist,osm_city_nearest_population,osm_crossing_closest_dist,osm_crossing_points_in_0.001,osm_crossing_points_in_0.005,osm_crossing_points_in_0.0075,osm_crossing_points_in_0.01,osm_culture_points_in_0.001,osm_culture_points_in_0.005,osm_culture_points_in_0.0075,osm_culture_points_in_0.01,osm_finance_points_in_0.001,osm_finance_points_in_0.005,osm_finance_points_in_0.0075,osm_finance_points_in_0.01,osm_healthcare_points_in_0.005,osm_healthcare_points_in_0.0075,osm_healthcare_points_in_0.01,osm_historic_points_in_0.005,osm_historic_points_in_0.0075,osm_historic_points_in_0.01,osm_hotels_points_in_0.005,osm_hotels_points_in_0.0075,osm_hotels_points_in_0.01,osm_leisure_points_in_0.005,osm_leisure_points_in_0.0075,osm_leisure_points_in_0.01,osm_offices_points_in_0.001,osm_offices_points_in_0.005,osm_offices_points_in_0.0075,osm_offices_points_in_0.01,osm_shops_points_in_0.001,osm_shops_points_in_0.005,osm_shops_points_in_0.0075,osm_shops_points_in_0.01,osm_subway_closest_dist,osm_train_stop_closest_dist,osm_train_stop_points_in_0.005,osm_train_stop_points_in_0.0075,osm_train_stop_points_in_0.01,osm_transport_stop_closest_dist,osm_transport_stop_points_in_0.005,osm_transport_stop_points_in_0.0075,osm_transport_stop_points_in_0.01,reform_count_of_houses_1000,reform_count_of_houses_500,reform_house_population_1000,reform_house_population_500,reform_mean_floor_count_1000,reform_mean_floor_count_500,reform_mean_year_building_1000,reform_mean_year_building_500,latlng,region,realty_type,floor,loc,city,street,ts_eq_10,ts_eq_1000,y_pred,y_true,metric
278768,53.32894,83.78374103643276,275.90647631895155,1,16,32,69,0,0,0,0,0,2,9,18,2.055570622448744,632723.0,0.2748224341322508,0,14,23,66,0,1,1,2,0,2,2,6,1,1,2,1,1,1,1,1,1,1,3,4,0,1,5,6,0,5,13,34,193.21079917067703,2.8934973146163605,0,0,0,0.1445479398625434,11,19,29,130,42,958.0,161.0,4.447058823529412,2.896551724137931,1954.9101123595503,1940.1333333333328,4468.098098707461,алтайский край,10,unknown,85.0,барнаул,s6517,False,False,43900.0,52467.054029081766,0.008627744694049443
277746,53.260555,34.3690229150228,83.07892279467961,1,13,16,20,0,0,1,1,0,0,1,2,2.022015903700181,406553.0,0.0656419529457548,1,5,10,12,0,0,0,1,0,0,0,0,0,0,1,1,2,4,0,1,1,2,2,2,0,0,0,0,1,10,10,10,326.36575586283493,2.713097969891736,0,0,0,0.0476891458027524,5,6,8,125,62,1238.0,706.0,4.148760330578512,4.770491803278688,1966.2627118644068,1972.271186440677,1830.5132352618323,брянская область,10,ground,35.0,брянск,s7383,False,False,26900.0,22857.783131025528,0.03202199140118089
276116,54.72686842207858,20.471140000588957,558.6905401923428,1,38,89,204,0,0,1,2,0,5,20,42,2.9676342766913355,453461.0,0.0805354765557038,3,22,52,83,0,1,5,10,0,1,3,8,2,4,9,2,3,9,1,3,4,1,3,5,0,3,7,16,0,23,51,123,816.6017562379852,1.82527701731586,0,0,0,0.0514300911818184,7,17,34,381,97,3184.0,807.0,3.4792243767313016,3.4456521739130435,1956.9278074866309,1955.46875,1120.3213852621816,калининградская область,100,unknown,25.0,калининград,s33131,False,False,50500.0,53129.59118617061,0.0
277256,57.00742,40.976358050730624,133.50706269374632,8,97,152,263,0,0,0,0,0,2,8,13,0.9986635060687984,409285.0,0.0442430251958377,5,41,85,147,5,68,105,189,3,4,4,11,2,2,2,7,9,12,1,1,1,0,0,1,0,4,6,6,1,15,28,43,174.80311451417518,73.86441405821762,0,0,0,0.0659137864360107,6,9,15,152,29,2335.0,578.0,4.717391304347826,4.793103448275862,1936.6214285714289,1949.6206896551723,2335.9564534683823,ивановская область,10,unknown,45.0,иваново,s31918,False,False,34500.0,29541.508294937143,0.014158289815875373
276448,51.520203,46.01672115644276,208.0481556482704,2,35,92,167,0,0,0,0,2,5,10,17,1.8316898852920287,842097.0,0.0486208649509012,3,12,26,46,0,1,1,1,0,2,5,10,1,5,11,1,1,4,0,0,0,2,6,9,1,3,7,14,0,20,60,112,358.7853053827497,1.6950204253426662,0,0,0,0.0738738197366436,11,20,27,190,49,3176.0,761.0,6.427586206896553,6.7435897435897445,1962.344155844156,1966.317073170732,2370.790815374326,саратовская область,10,unknown,45.0,саратов,s28657,False,False,49200.0,55025.722118653015,0.0
277195,59.92974570000001,30.378097676858637,462.34587285436,9,147,395,633,0,2,4,6,3,27,85,150,3.4264775797175946,5381736.0,0.0382314553100451,2,70,159,210,0,2,3,6,1,8,18,22,9,21,36,3,4,7,11,32,64,8,15,33,1,21,56,84,4,90,256,379,1.0049795320041417,0.7244101777800283,0,0,0,0.2563472962975553,10,35,53,352,128,5722.0,1915.0,4.927710843373494,4.909090909090909,1905.7921686746988,1906.6611570247933,1820.5516686238993,ленинградская область,100,other,35.0,санкт-петербург,s3286,False,False,112900.0,106545.77642464936,0.0
275592,55.989500022820046,92.88310728363028,937.950753765468,2,10,16,21,0,0,0,0,0,2,3,3,2.100094460036864,1095286.0,0.0328314937074885,3,10,21,41,0,0,0,0,0,2,3,4,0,1,1,0,0,1,1,1,1,0,0,0,0,2,3,3,1,5,8,9,2.457980340680728,2.966354963520351,0,0,0,0.0519001926798419,8,11,17,101,26,2167.0,535.0,5.772277227722772,6.538461538461537,1968.138613861386,1969.1538461538464,5200.478737376415,красноярский край,10,unknown,95.0,красноярск,s2650,False,False,46200.0,48389.53411763972,0.0
277965,59.929638,30.360015317291783,216.06190496161256,18,405,770,1274,0,8,10,19,4,144,284,465,2.4732992468137938,5381736.0,0.0423699591410009,3,34,61,146,2,19,29,49,1,14,24,38,7,27,52,8,15,22,50,86,139,10,23,49,4,56,97,147,12,261,452,755,0.1002295022227026,0.4021558671795229,0,5,8,0.1002295022227026,25,29,59,391,113,6502.0,2140.0,4.761394101876675,4.872727272727274,1881.312668463612,1881.266055045872,1819.4647276397516,санкт-петербург,10,unknown,35.0,санкт-петербург,s20543,False,False,194100.0,198998.52316695557,0.0
275394,59.931276090449714,30.34509354679997,172.38174538470818,27,282,669,1176,0,3,4,9,11,119,279,452,1.7846366261436208,5381736.0,0.0468813601701904,1,36,77,155,0,25,48,73,1,11,26,45,9,28,50,11,29,53,40,86,127,10,28,47,5,42,83,145,11,136,315,596,0.6938999309881639,1.1034873088801638,0,0,0,0.042555798335445,25,42,62,331,66,6713.0,1378.0,4.821656050955414,5.0,1873.376996805112,1875.5245901639344,1818.6201793437929,санкт-петербург,110,unknown,35.0,санкт-петербург,s17142,False,False,1446800.0,1597727.1803655387,0.0
278238,55.98950600000001,92.94664924533016,72.42128430659214,1,10,17,21,0,0,0,0,0,0,0,0,4.940476013584651,1095286.0,0.0655329660959092,3,28,43,57,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,15,18,4.955184109249541,1.1060889272810062,0,0,0,0.063812495189502,8,8,11,178,48,4125.0,1481.0,5.875,6.645833333333332,1972.3522727272727,1978.083333333333,5204.03697560131,красноярский край,110,unknown,95.0,красноярск,s28925,False,False,58800.0,54017.26905917232,0.0
277002,55.186398,61.30145545720096,156.54314519373995,4,43,130,240,0,0,0,0,0,2,14,25,7.205836377888576,1196680.0,0.0359570882289854,5,9,21,56,0,0,0,0,0,5,7,11,3,10,15,1,1,1,1,1,1,0,5,7,1,2,7,12,4,32,92,178,179.95909686701245,2.8719789271680964,0,0,0,0.0577324133207506,7,15,27,87,23,4208.0,1021.0,10.804597701149426,10.304347826086955,1993.8735632183907,1994.8260869565213,3383.0065188403637,челябинская область,10,unknown,65.0,челябинск,s19729,False,False,47400.0,44773.59894184804,0.0
279791,58.59291500000001,49.67743872973816,172.8558714975093,1,23,64,113,0,0,0,0,0,1,11,25,1.3175124706435193,496986.0,0.1261148837521779,0,6,18,48,0,0,0,1,0,6,9,12,3,4,5,0,1,2,1,1,3,1,1,4,0,0,4,7,1,10,37,61,306.4603226480324,1.9984608223765727,0,0,0,0.1480565177520876,4,12,19,249,79,2735.0,766.0,5.0691244239631335,4.776119402985074,1972.599078341013,1971.7941176470588,2910.745944909256,кировская область,110,first,45.0,киров,s5611,False,False,43000.0,41335.01476172276,0.0
275539,43.1055678536566,131.86718675528613,412.6938642052253,1,13,25,56,0,0,0,0,0,1,3,8,1.703394659237544,604901.0,0.1965072076576883,0,3,10,19,0,1,1,3,1,3,3,5,1,2,3,1,1,2,0,1,4,0,2,7,0,0,1,2,0,7,12,23,2272.39314387987,1.1711849756451025,0,0,0,0.138209217898312,6,6,10,67,18,1053.0,217.0,8.285714285714286,8.133333333333333,1969.0,1967.8235294117649,5684.209966350793,приморский край,100,unknown,134.0,владивосток,s5017,False,False,70000.0,88394.82038400054,0.16502071324724704
279157,57.010834,40.97584097804607,500.9448634559169,5,78,180,249,0,0,0,0,1,4,5,8,1.37842817020718,409285.0,0.0538607062472783,1,45,100,118,3,50,123,180,0,4,8,8,2,2,2,4,8,13,0,1,1,0,0,0,2,5,5,6,1,17,38,45,175.0348251372341,74.23109324733335,0,0,0,0.0412970750265252,6,9,14,164,58,2542.0,713.0,4.647058823529412,4.055555555555555,1938.948387096775,1949.703703703704,2336.0668680097824,ивановская область,10,unknown,45.0,иваново,s31918,False,False,44000.0,52796.229544187,0.0134834363966207
277999,55.029312,82.96943570714404,151.33370080580335,2,11,30,58,0,0,0,0,0,3,6,9,2.768230566421132,1625600.0,0.6301215804308954,0,0,7,10,0,0,0,0,0,0,1,2,1,1,4,1,6,7,0,0,0,0,1,3,0,0,0,1,2,5,13,30,1.129126420671387,2.908586914500237,0,0,0,0.0778323306305769,2,7,9,153,69,2782.0,1071.0,5.784313725490196,5.173913043478262,1969.614379084968,1968.304347826087,4565.75096399237,новосибирская область,110,unknown,85.0,новосибирск,s4336,False,False,60900.0,54726.739357466366,0.0
277985,56.06301,92.93701690178936,131.73459707312722,0,18,33,55,0,0,0,0,0,1,2,6,7.100001738490024,1095286.0,0.0846245192672296,1,17,36,49,0,0,0,0,0,1,1,2,2,2,3,1,2,2,0,1,1,1,1,1,0,0,2,4,0,11,20,34,2.541327398908416,3.4952742302903843,0,0,0,0.0876513716511237,5,13,18,94,46,3497.0,1515.0,9.96808510638298,9.26086956521739,1998.3191489361704,1992.4782608695648,5210.328907935186,красноярский край,10,unknown,95.0,красноярск,s10951,False,False,71300.0,78969.38413395829,0.0
277913,59.846874,30.40871485592381,215.7527671369704,6,25,38,68,0,0,0,0,1,3,5,7,13.871286606467102,112674.0,0.0419342050301741,1,1,30,66,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,3,6,1,1,1,3,5,20,28,49,0.8074594162333294,2.510748389221677,0,0,0,0.0592204169201992,8,25,35,33,10,2579.0,846.0,13.78125,13.7,1990.40625,1991.6,1819.8665264844005,санкт-петербург,100,unknown,35.0,санкт-петербург,s4727,False,False,70800.0,67892.52436656227,0.0
278757,51.738693,36.20062202508892,150.66709015465185,1,36,142,254,0,0,3,3,0,9,31,54,1.2494130484810804,443212.0,0.3248662900573361,0,12,30,55,0,1,1,5,0,8,17,22,1,4,5,2,6,13,0,1,2,0,6,8,0,2,11,21,1,18,82,151,431.44783688879767,2.1748087755520067,0,0,0,0.2711446202727233,3,7,16,142,49,1642.0,462.0,5.162962962962963,4.844444444444443,1960.5693430656931,1957.125,1872.9728693651139,курская область,100,unknown,35.0,курск,s9736,False,False,42900.0,44913.59057279218,0.0
276482,45.039744,39.000251283543015,25.654293672852805,3,22,40,57,1,73,115,145,0,5,10,13,1.7245348199305175,1405000.0,0.0784392876866451,1,30,45,63,0,0,1,1,0,4,5,8,2,2,2,0,0,0,2,5,5,0,0,0,0,1,3,3,3,10,20,29,333.4062230005601,2.468473811957616,0,0,0,0.3264333720159679,9,15,23,115,29,1417.0,413.0,4.925925925925926,6.037037037037037,1956.154545454545,1958.678571428572,1756.5613337464488,краснодарский край,10,other,34.0,краснодар,s20353,False,False,85900.0,86418.28257957513,0.0
276901,54.961697,73.38948568910105,4490.358640307488,10,72,136,231,0,0,0,0,2,9,20,40,3.43734692677737,1164815.0,0.0574419179541828,4,13,26,54,0,1,6,11,1,7,9,20,3,12,16,0,1,2,1,1,4,2,2,3,0,8,13,22,10,55,89,143,3.847009619449777,2.4576126470610355,0,0,0,0.1592253325437467,3,10,21,125,25,2490.0,497.0,5.648,5.6,1965.984,1964.4,4033.610675430208,омская область,10,unknown,75.0,омск,s9685,False,False,29200.0,26509.9092378618,0.0
275652,56.46493919330679,84.96560273893937,62.24099914002396,6,85,208,281,0,0,0,2,1,9,27,40,2.7297492022951504,576624.0,0.0806245342197266,0,26,59,90,0,0,1,1,2,6,8,12,4,10,17,0,5,6,2,5,6,8,14,19,0,7,13,18,3,58,142,181,201.9504324827432,1.507082620532065,0,0,0,0.0396432112909807,10,22,25,297,79,3623.0,939.0,5.077551020408163,5.433333333333334,1970.303418803419,1971.5666666666664,4797.577592176872,томская область,10,first,85.0,томск,s32136,False,False,61600.0,58337.75244885316,0.0
276058,53.2377412086754,34.36075622071153,153.37603858754443,0,6,48,90,0,0,0,0,0,0,14,20,0.7612964347676465,406553.0,0.4378022817849663,0,9,27,46,0,1,1,4,0,0,3,6,0,1,3,1,5,14,0,1,3,0,1,1,0,0,1,4,0,4,21,38,328.74961238912584,4.120095568403909,0,0,0,0.3880499900717798,2,10,18,176,30,1878.0,164.0,4.167664670658684,3.0,1960.220238095238,1960.3461538461536,1829.2890474126239,брянская область,10,unknown,35.0,брянск,s13735,False,False,52300.0,62187.02795975442,0.003949966527804026
278066,61.664337,50.83921897984219,322.49403164314987,0,46,90,138,0,1,1,1,0,5,12,22,0.4658148795617426,243536.0,0.1023730197759676,1,29,70,98,0,0,2,6,0,4,7,9,3,3,8,2,5,7,0,0,2,3,4,7,0,1,5,6,0,29,57,76,653.821119190003,84.37272869567653,0,0,0,0.1217046221360164,5,20,24,135,42,1961.0,713.0,5.63963963963964,7.052631578947367,1971.436974789916,1982.0,3134.966731989785,коми,10,first,56.0,сыктывкар,s19208,False,False,40800.0,45228.7440039817,0.0
275588,59.85018821353877,30.306592698374928,54.02328297877128,2,39,82,132,0,0,1,1,0,8,14,23,9.90162806455084,5381736.0,0.2108429448725365,0,6,17,21,0,0,0,0,1,6,7,9,2,4,7,0,0,1,0,0,0,7,11,14,0,6,6,8,1,15,46,82,1.0835263068627432,0.8668401132354263,0,0,0,0.3791154527583666,11,27,35,100,9,2550.0,224.0,6.887640449438202,7.0,1968.9325842696628,1978.25,1813.8552771087993,санкт-петербург,100,other,35.0,санкт-петербург,s13307,False,False,124000.0,138421.79867037176,0.0
279137,54.73469,20.47526265420462,192.2936298222561,12,44,65,140,0,0,1,1,2,6,7,23,3.680508417774509,453461.0,0.1828409877587309,0,6,28,71,0,0,0,1,0,1,1,1,2,4,6,1,3,6,2,2,3,0,5,5,0,1,2,6,8,29,38,86,815.9781823736838,2.367947278891463,0,0,0,0.1009985210329595,5,15,29,262,80,2933.0,887.0,4.044354838709677,4.108108108108108,1962.437984496124,1965.3417721518988,1120.7071540464672,калининградская область,110,second,25.0,калининград,s6246,False,False,52400.0,49232.00008627788,0.0
279537,53.27826139999999,36.5733606545331,90.83756728125356,0,10,22,30,0,0,0,0,0,0,2,4,48.00766536891454,319550.0,0.1156550301938138,0,10,16,20,0,0,0,0,0,2,2,2,1,2,2,3,5,7,0,0,0,1,3,4,0,2,2,2,0,0,4,6,258.7183653437824,66.8771955182834,0,0,0,0.4847415832147057,0,1,1,99,43,1389.0,444.0,4.416666666666667,3.8,1969.71875,1969.975,1948.565069228689,орловская область,100,manylevels,35.0,мценск,s9675,False,False,34500.0,36801.954302115104,0.0
277647,56.01095,92.86539929096656,63.1324427476494,1,43,84,109,0,0,0,0,1,25,43,51,0.604851192587132,1095286.0,0.0172650616852463,8,47,78,108,0,1,1,4,0,2,5,9,0,0,1,2,4,6,0,3,3,3,6,6,2,4,6,7,0,13,27,32,0.4822630768083325,2.2681119914627548,0,0,0,0.0896778858671302,5,9,18,93,44,1555.0,847.0,5.527472527472527,6.636363636363638,1966.0549450549447,1969.2272727272727,5201.479236416364,красноярский край,10,unknown,95.0,красноярск,s10442,False,False,145300.0,150762.42238946765,0.0
275764,56.86375239878169,60.64386437662674,165.54303694356145,10,52,113,202,0,0,0,0,0,3,11,17,3.2829829911117017,1468833.0,0.1600908567972777,0,9,25,39,0,0,0,1,1,3,5,5,0,4,10,0,0,1,0,0,0,2,3,7,1,1,1,3,8,42,84,151,1.2188836078337302,2.1443974904860257,0,0,0,0.196274423773108,10,21,34,181,45,4633.0,1425.0,7.604519774011298,8.186046511627907,1976.159090909091,1979.8372093023247,3448.4376884178,свердловская область,10,first,65.0,екатеринбург,s25238,False,False,54500.0,61458.33849519517,0.0
279412,51.6642881,39.14977577007716,79.01783070084738,0,14,38,74,0,0,1,1,0,2,5,7,3.660888604150984,1023570.0,0.1636127761618902,0,21,35,45,0,0,0,0,0,0,0,2,1,2,3,0,0,1,0,0,0,0,3,9,0,2,4,5,0,12,29,51,448.7406834384992,4.382772403881515,0,0,0,0.1602028928279002,7,20,28,104,10,1615.0,51.0,5.611650485436893,2.0,1967.9807692307693,1959.8,2022.6452944356658,воронежская область,110,other,35.0,воронеж,s7284,False,False,34700.0,35650.18142126484,0.0
278460,55.989048,92.8590674585902,163.14069325159832,1,17,26,36,0,0,0,0,1,6,6,6,2.4610208624303547,1095286.0,0.1216766273641482,0,14,24,34,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,1,3,3,0,0,0,1,0,10,17,23,2.3405036985885714,1.3379456707963182,0,0,0,0.4442081942855271,1,6,9,79,23,2656.0,844.0,12.92207792207792,16.727272727272727,1997.7179487179485,2009.4545454545453,5199.090785174245,красноярский край,10,underground,95.0,красноярск,s29494,False,False,42500.0,43042.60243132934,0.0
278766,52.28026,104.30044383044384,442.8975183643437,5,42,77,177,0,0,1,1,1,9,21,65,1.5271076694156829,623562.0,0.0753197116529976,0,17,26,54,0,4,4,14,0,1,4,4,0,1,2,3,3,5,1,3,11,1,2,2,1,6,9,11,5,24,41,78,59.796159062482936,2.4981967848849216,0,0,0,0.1027481165105765,13,25,42,293,41,1780.0,111.0,3.365942028985508,1.7692307692307692,1943.70110701107,1923.166666666667,5452.854321571,иркутская область,100,unknown,105.0,иркутск,s3265,False,False,75300.0,80601.0386597685,0.0
278998,59.93095400000001,30.36214439408757,1059.011273250523,26,389,753,1200,2,8,11,13,10,145,287,450,2.5598187730071,5381736.0,0.0591447246839495,0,29,76,149,1,12,28,38,0,9,22,34,9,22,43,7,14,19,45,92,150,6,25,45,3,48,86,141,18,251,451,691,0.1171709490399375,0.4349520833139096,4,8,8,0.0545289519956435,21,31,51,399,70,6924.0,1408.0,4.735449735449736,5.015384615384615,1884.0159151193636,1884.2,1819.63227902342,санкт-петербург,10,first,35.0,санкт-петербург,s17147,False,False,214500.0,217091.1734436407,0.0
279160,56.83541,60.62552869555471,258.5435021617565,1,112,247,456,0,0,0,3,1,18,36,76,1.0303878339721213,1468833.0,0.1324192212773931,0,33,59,97,0,1,9,21,0,7,22,38,7,11,15,0,7,26,1,6,11,8,11,12,0,7,26,37,0,74,155,271,1.5093523308705,0.9135113192786338,0,0,0,0.1322492088610827,6,22,41,197,45,4248.0,941.0,6.163157894736843,6.6,1966.125654450262,1966.733333333333,3445.6767798786177,свердловская область,10,unknown,65.0,екатеринбург,s28997,False,False,55800.0,59866.134211782526,0.0
276341,47.224365,39.72979411691794,949.9285818232004,11,161,249,412,0,1,2,2,2,29,47,81,1.2530785943942062,1114806.0,0.1160402531077752,0,31,87,140,0,15,26,42,0,12,16,32,10,17,19,18,30,42,3,3,5,3,5,8,0,6,11,24,8,92,131,223,427.326323598668,2.184083817135772,0,0,0,0.021580395323037,7,13,35,522,200,3282.0,1211.0,3.5355648535564854,3.4864864864864864,1923.964656964657,1920.7272727272727,1876.2142987521852,ростовская область,10,unknown,34.0,ростов-на-дону,s4194,False,False,47100.0,45923.45238867573,0.0
275328,52.25632164428757,104.23588385471258,423.4529680445849,0,3,8,13,0,0,0,0,0,0,0,0,4.995883553518032,623562.0,0.6390821857207589,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,3,5,64.35088280791122,1.103363509988874,0,0,0,0.1331263721813678,8,11,12,192,70,3005.0,1446.0,7.345238095238094,6.730158730158732,1992.5443786982248,1987.3076923076928,5446.983873588462,иркутская область,10,unknown,105.0,иркутск,s8618,False,False,37000.0,45228.16332694475,0.04982988135493928
276367,59.93571,30.322942258303232,2308.2848603185125,11,281,679,1132,0,1,1,1,4,103,255,399,0.4061404007279363,5381736.0,0.0370411423808047,2,33,101,137,2,17,53,70,0,13,21,37,11,21,35,16,36,57,39,72,108,12,31,52,4,46,89,163,5,132,329,580,0.3593482709774548,2.064190032673168,0,0,0,0.0676291020037186,13,31,62,165,37,3345.0,742.0,4.5069444444444455,4.483870967741935,1848.902097902098,1866.3666666666663,1817.4270735404077,санкт-петербург,10,unknown,35.0,санкт-петербург,s17146,False,False,348800.0,341245.5774159993,0.0
276753,55.970603,37.16426004230853,494.113987864957,3,15,38,58,0,1,2,2,1,3,6,8,3.692144823807024,223902.0,0.0594280731933779,4,9,12,17,0,0,0,0,0,0,1,2,2,5,7,1,1,2,0,1,1,0,2,2,1,1,1,1,1,7,21,34,17.532091237664275,1.3080528683868504,0,0,0,0.0423893826812021,13,29,45,36,5,2475.0,382.0,16.583333333333332,13.4,2004.1944444444448,2005.4,2080.1060446168135,москва,100,other,35.0,москва,s12711,False,False,71800.0,73932.33322102195,0.0
278911,54.72759,55.95009157487992,131.13983778872884,6,87,181,258,0,0,0,0,2,33,60,75,0.1618240547611277,1128787.0,0.120045434017578,0,35,80,125,0,2,7,12,0,9,21,27,0,2,4,7,19,30,2,5,8,1,2,2,1,3,13,16,3,28,57,92,357.45210309068085,2.3207092357830144,0,0,0,0.1678420749869993,8,22,45,171,36,2755.0,603.0,6.090909090909091,5.424242424242424,1959.7771084337348,1959.029411764705,3062.0136721724825,башкортостан,110,unknown,55.0,уфа,s12711,False,False,54900.0,54499.07610465466,0.0
276567,50.6279,36.58825484756632,227.05777123084152,0,6,9,15,0,0,0,0,0,1,1,3,3.601768752852461,384425.0,0.1645780563147579,0,4,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,6,8,11,549.6885783269754,2.857081958226106,0,0,0,0.1298149008731717,8,10,13,136,45,2748.0,995.0,5.696296296296296,5.954545454545454,1971.674074074074,1973.318181818181,1852.3865075971028,белгородская область,100,unknown,35.0,белгород,s22536,False,False,39300.0,49749.453360553605,0.1762439700841385
276176,55.97356800000001,92.85369351790608,115.837077298329,0,1,8,13,0,0,0,0,0,0,0,0,4.180716249814322,1095286.0,0.0410829267173872,1,5,13,25,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,7,9,4.062596155501852,0.8987784850660936,0,0,0,0.5426230693546867,0,2,6,103,29,2165.0,736.0,5.490196078431373,5.785714285714287,1970.519607843137,1970.892857142857,5197.352528175676,красноярский край,10,unknown,95.0,красноярск,s14434,False,False,43100.0,37311.02424890296,0.0011808686321063868
277984,61.79043000000001,34.37455224719492,2595.032034973708,1,70,132,176,0,0,0,0,0,16,26,33,1.0255188563350612,280170.0,0.0903577705695519,0,20,36,46,0,1,8,21,0,7,8,12,5,8,10,6,12,15,0,0,0,0,3,9,1,4,18,21,1,35,67,74,296.28151502866785,94.72959373846784,0,0,0,0.2186383461210806,4,4,8,81,38,1224.0,665.0,4.291139240506328,4.54054054054054,1959.567901234568,1961.5526315789475,2124.0183644116405,карелия,110,unknown,36.0,петрозаводск,s23356,False,False,36900.0,44287.69990161775,0.013817380624461516
275476,55.21316076369549,34.299375423377754,474.5468373652077,2,11,20,42,0,0,0,0,0,0,1,2,219.42324839763623,406553.0,0.1966955729179503,0,2,7,14,0,0,0,0,1,2,2,5,0,0,0,0,1,2,0,0,1,0,0,3,1,2,4,4,1,9,15,28,197.0219465852674,2.1353580476665512,0,0,0,0.0259525748418817,3,6,7,97,21,1079.0,227.0,3.863636363636364,3.75,1975.2988505747128,1977.4,1893.776929345302,смоленская область,110,unknown,35.0,вязьма,s12711,False,False,24800.0,25978.468360358,0.0
277821,54.97237,73.40226567692693,182.9296468629472,2,57,119,181,0,0,1,1,0,7,14,21,2.778935566616901,1164815.0,0.085565859657885,1,22,28,35,0,0,2,3,0,2,3,7,6,13,22,1,2,2,0,0,2,1,2,4,1,6,13,20,1,39,80,118,3.0644455183026387,3.292388936448552,0,0,0,0.1683418885725505,6,10,13,117,34,2613.0,801.0,6.470085470085468,7.088235294117648,1975.5811965811963,1980.6764705882356,4035.0965076303273,омская область,10,first,75.0,омск,s12321,False,False,37600.0,36713.56783972637,0.0
